"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2014M12","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2014M12","Turkey","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","3,145",""
"2014M12","Turkey","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.9",""
"2014M12","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","3,025",""
"2014M12","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2014M12","United States","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","8,332",""
"2014M12","United States","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.4",""
"2014M12","United States","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","8,690",""
"2014M12","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2014M12","Japan","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","2,120",""
"2014M12","Japan","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","3.2",""
"2014M12","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","2,260",""
"2014M12","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2015M01","European Union - 27 countries (from 2019)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","22,827",""
"2015M01","European Union - 27 countries (from 2019)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.9",""
"2015M01","European Union - 27 countries (from 2019)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","22,078",""
"2015M01","European Union - 27 countries (from 2019)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2015M01","European Union - 28 countries","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","24,621",""
"2015M01","European Union - 28 countries","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.2",""
"2015M01","European Union - 28 countries","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","23,878",""
"2015M01","European Union - 28 countries","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2015M01","European Union - 27 countries (2007-2013)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","24,270",""
"2015M01","European Union - 27 countries (2007-2013)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.1",""
"2015M01","European Union - 27 countries (2007-2013)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","23,559",""
"2015M01","European Union - 27 countries (2007-2013)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2015M01","European Union - 25 countries (2004-2006)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","23,266",""
"2015M01","European Union - 25 countries (2004-2006)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.2",""
"2015M01","European Union - 25 countries (2004-2006)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","22,588",""
"2015M01","European Union - 25 countries (2004-2006)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2015M01","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","18,671",""
"2015M01","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","11.6",""
"2015M01","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","18,117",""
"2015M01","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.3",""
"2015M01","Euro area (19 countries)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","18,671",""
"2015M01","Euro area (19 countries)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","11.6",""
"2015M01","Euro area (19 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","18,117",""
"2015M01","Euro area (19 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.3",""
"2015M01","Euro area (18 countries)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","18,521",""
"2015M01","Euro area (18 countries)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","11.7",""
"2015M01","Euro area (18 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","17,976",""
"2015M01","Euro area (18 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.3",""
"2015M01","Belgium","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","437",""
"2015M01","Belgium","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.7",""
"2015M01","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","429",""
"2015M01","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.6",""
"2015M01","Bulgaria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","350",""
"2015M01","Bulgaria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.6",""
"2015M01","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","336",""
"2015M01","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.1",""
"2015M01","Czechia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","316",""
"2015M01","Czechia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.0",""
"2015M01","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","312",""
"2015M01","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2015M01","Denmark","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","188",""
"2015M01","Denmark","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.4",""
"2015M01","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","182",""
"2015M01","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2015M01","Germany (until 1990 former territory of the FRG)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","2,068",""
"2015M01","Germany (until 1990 former territory of the FRG)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","4.9",""
"2015M01","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","2,019",""
"2015M01","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2015M01","Estonia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","45",""
"2015M01","Estonia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.8",""
"2015M01","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","45",""
"2015M01","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2015M01","Ireland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","236",""
"2015M01","Ireland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.6",""
"2015M01","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","243",""
"2015M01","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2015M01","Greece","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","1,263",""
"2015M01","Greece","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","26.3",""
"2015M01","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","1,233",""
"2015M01","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.8",""
"2015M01","Spain","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","5,464",""
"2015M01","Spain","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","23.9",""
"2015M01","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","5,361",""
"2015M01","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","23.4",""
"2015M01","France","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","3,249",""
"2015M01","France","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","11.1",""
"2015M01","France","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","3,042",""
"2015M01","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2015M01","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","350",""
"2015M01","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","18.5",""
"2015M01","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","319",""
"2015M01","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.8",""
"2015M01","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","3,243",""
"2015M01","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","12.8",""
"2015M01","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","3,150",""
"2015M01","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.4",""
"2015M01","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","77",""
"2015M01","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","17.8",""
"2015M01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","71",""
"2015M01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.6",""
"2015M01","Latvia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","97",""
"2015M01","Latvia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.9",""
"2015M01","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","96",""
"2015M01","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2015M01","Lithuania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","150",""
"2015M01","Lithuania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.3",""
"2015M01","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","141",""
"2015M01","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2015M01","Luxembourg","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","18",""
"2015M01","Luxembourg","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.6",""
"2015M01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","17",""
"2015M01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2015M01","Hungary","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","346",""
"2015M01","Hungary","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","7.7",""
"2015M01","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","337",""
"2015M01","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2015M01","Malta","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","11",""
"2015M01","Malta","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.5",""
"2015M01","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","11",""
"2015M01","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M01","Netherlands","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","674",""
"2015M01","Netherlands","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","7.6",""
"2015M01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","645",""
"2015M01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2015M01","Austria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","243",""
"2015M01","Austria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.6",""
"2015M01","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","240",""
"2015M01","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M01","Poland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","1,521",""
"2015M01","Poland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.8",""
"2015M01","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","1,430",""
"2015M01","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2015M01","Portugal","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","719",""
"2015M01","Portugal","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","14.1",""
"2015M01","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","700",""
"2015M01","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.7",""
"2015M01","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","655",""
"2015M01","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","7.5",""
"2015M01","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","636",""
"2015M01","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2015M01","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","99",""
"2015M01","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.9",""
"2015M01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","92",""
"2015M01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2015M01","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","348",""
"2015M01","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","12.7",""
"2015M01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","337",""
"2015M01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.3",""
"2015M01","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","230",""
"2015M01","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.8",""
"2015M01","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","244",""
"2015M01","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2015M01","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","430",""
"2015M01","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.4",""
"2015M01","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","409",""
"2015M01","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2015M01","United Kingdom","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","1,794",""
"2015M01","United Kingdom","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.5",""
"2015M01","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","1,798",""
"2015M01","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M01","Iceland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","8",""
"2015M01","Iceland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","4.3",""
"2015M01","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","8",""
"2015M01","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2015M01","Norway","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","111",""
"2015M01","Norway","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","4.1",""
"2015M01","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","114",""
"2015M01","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2015M01","Turkey","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","3,259",""
"2015M01","Turkey","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","11.4",""
"2015M01","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","3,010",""
"2015M01","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2015M01","United States","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","9,498",""
"2015M01","United States","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.1",""
"2015M01","United States","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","8,826",""
"2015M01","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2015M01","Japan","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","2,330",""
"2015M01","Japan","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","3.5",""
"2015M01","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","2,360",""
"2015M01","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.6",""
"2015M02","European Union - 27 countries (from 2019)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","23,000",""
"2015M02","European Union - 27 countries (from 2019)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","11.0",""
"2015M02","European Union - 27 countries (from 2019)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","21,932",""
"2015M02","European Union - 27 countries (from 2019)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2015M02","European Union - 28 countries","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","24,799",""
"2015M02","European Union - 28 countries","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.2",""
"2015M02","European Union - 28 countries","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","23,718",""
"2015M02","European Union - 28 countries","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2015M02","European Union - 27 countries (2007-2013)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","24,445",""
"2015M02","European Union - 27 countries (2007-2013)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.2",""
"2015M02","European Union - 27 countries (2007-2013)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","23,398",""
"2015M02","European Union - 27 countries (2007-2013)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2015M02","European Union - 25 countries (2004-2006)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","23,436",""
"2015M02","European Union - 25 countries (2004-2006)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.3",""
"2015M02","European Union - 25 countries (2004-2006)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","22,425",""
"2015M02","European Union - 25 countries (2004-2006)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2015M02","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","18,821",""
"2015M02","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","11.7",""
"2015M02","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","17,983",""
"2015M02","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.2",""
"2015M02","Euro area (19 countries)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","18,821",""
"2015M02","Euro area (19 countries)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","11.7",""
"2015M02","Euro area (19 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","17,983",""
"2015M02","Euro area (19 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.2",""
"2015M02","Euro area (18 countries)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","18,674",""
"2015M02","Euro area (18 countries)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","11.8",""
"2015M02","Euro area (18 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","17,846",""
"2015M02","Euro area (18 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.2",""
"2015M02","Belgium","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","437",""
"2015M02","Belgium","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.8",""
"2015M02","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","435",""
"2015M02","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.7",""
"2015M02","Bulgaria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","346",""
"2015M02","Bulgaria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.5",""
"2015M02","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","329",""
"2015M02","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2015M02","Czechia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","327",""
"2015M02","Czechia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.2",""
"2015M02","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","306",""
"2015M02","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2015M02","Denmark","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","193",""
"2015M02","Denmark","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.6",""
"2015M02","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","183",""
"2015M02","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2015M02","Germany (until 1990 former territory of the FRG)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","2,209",""
"2015M02","Germany (until 1990 former territory of the FRG)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.3",""
"2015M02","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","2,002",""
"2015M02","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2015M02","Estonia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","44",""
"2015M02","Estonia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.6",""
"2015M02","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","44",""
"2015M02","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2015M02","Ireland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","236",""
